Freq,Posting_ptr,Terms_ptr
10,"[59, 66, 38, 80, 66, 25, 59, 59, 55, 55]",5514
1,[41],5518
1,[50],5524
4,"[14, 14, 59, 59]",5529
4,"[5, 38, 15, 7]",5535
3,"[35, 24, 10]",5543
1,[52],5549
9,"[66, 66, 63, 66, 66, 66, 66, 66, 66]",5555
1,[13],5563
2,"[63, 14]",5568
1,[45],5573
1,[78],5578
1,[45],5582
8,"[62, 62, 62, 81, 57, 62, 62, 52]",5586
3,"[19, 19, 19]",5592
1,[28],5596
1,[38],5602
1,[53],5607
12,"[47, 47, 54, 35, 30, 24, 46, 27, 24, 62, 26, 28]",5612
1,[63],5617
1,[34],5622
3,"[60, 60, 60]",5629
1,[84],5633
1,[81],5641
1,[55],5647
3,"[2, 15, 39]",5656
1,[55],5663
3,"[29, 1, 31]",5669
5,"[3, 16, 16, 16, 17]",5675
1,[34],5680
1,[59],5688
2,"[44, 27]",5694
1,[59],5699
2,"[0, 69]",5707
1,[51],5710
2,"[43, 15]",5715
1,[6],5722
1,[15],5731
2,"[35, 23]",5741
1,[6],5746
3,"[57, 57, 50]",5751
4,"[57, 13, 66, 63]",5756
1,[16],5760
1,[65],5766
1,[34],5773
1,[28],5779
1,[78],5783
1,[27],5788
4,"[29, 47, 21, 55]",5793
3,"[38, 9, 11]",5799
2,"[56, 56]",5808
1,[39],5813
1,[47],5819
6,"[83, 78, 78, 78, 78, 78]",5826
2,"[12, 25]",5833
6,"[67, 66, 54, 27, 24, 28]",5837
1,[65],5841
1,[70],5848
2,"[45, 45]",5853
1,[84],5859
1,[79],5865
2,"[2, 69]",5870
1,[37],5874
2,"[73, 78]",5879
1,[84],5884
2,"[45, 45]",5888
4,"[53, 58, 58, 53]",5897
2,"[24, 26]",5906
1,[12],5914
1,[64],5920
2,"[6, 6]",5927
1,[2],5931
3,"[64, 59, 74]",5940
1,[41],5944
1,[1],5949
3,"[42, 72, 68]",5957
10,"[86, 68, 70, 16, 82, 73, 54, 37, 37, 32]",5962
1,[5],5969
1,[14],5974
3,"[59, 63, 63]",5982
2,"[72, 6]",5987
1,[3],5993
1,[59],6002
1,[38],6006
1,[59],6012
1,[54],6019
1,[64],6027
2,"[53, 53]",6035
8,"[81, 82, 72, 74, 74, 74, 81, 86]",6043
3,"[78, 69, 71]",6048
1,[59],6054
2,"[8, 71]",6059
9,"[22, 12, 12, 8, 22, 8, 12, 22, 22]",6063
2,"[61, 61]",6068
1,[34],6074
1,[44],6080
4,"[57, 1, 59, 38]",6086
4,"[78, 5, 27, 35]",6090
1,[62],6097
6,"[34, 14, 28, 70, 55, 59]",6108
2,"[58, 58]",6113
10,"[49, 48, 49, 1, 48, 49, 49, 64, 48, 48]",6119
1,[44],6125
4,"[28, 38, 36, 17]",6130
5,"[47, 62, 2, 47, 78]",6135
3,"[21, 17, 27]",6145
3,"[25, 27, 25]",6149
1,[84],6157
3,"[9, 6, 6]",6164
1,[48],6167
1,[52],6174
1,[72],6180
1,[73],6184
1,[18],6188
2,"[62, 47]",6195
4,"[78, 78, 78, 78]",6200
1,[68],6203
1,[55],6207
2,"[22, 28]",6213
1,[27],6222
1,[67],6229
1,[58],6236
1,[41],6243
1,[70],6250
1,[28],6257
1,[27],6264
2,"[21, 27]",6274
1,[71],6282
2,"[36, 52]",6292
1,[47],6299
1,[17],6307
1,[14],6313
1,[42],6321
2,"[9, 17]",6328
1,[54],6334
1,[26],6343
2,"[38, 20]",6351
1,[61],6361
1,[27],6370
2,"[38, 29]",6379
2,"[23, 35]",6391
1,[57],6401
1,[64],6409
1,[47],6418
1,[20],6430
1,[36],6437
1,[82],6444
2,"[42, 8]",6454
10,"[42, 3, 38, 43, 66, 34, 74, 66, 25, 3]",6461
1,[77],6468
1,[75],6475
16,"[16, 29, 50, 49, 21, 74, 24, 39, 17, 28, 46, 24, 62, 80, 67, 18]",6482
1,[64],6490
1,[57],6497
1,[26],6509
1,[20],6523
1,[47],6533
4,"[14, 53, 63, 46]",6543
2,"[38, 38]",6550
2,"[43, 43]",6561
2,"[10, 10]",6568
1,[41],6577
6,"[49, 62, 49, 15, 49, 49]",6584
9,"[40, 59, 36, 30, 3, 2, 31, 4, 69]",6590
10,"[42, 34, 20, 45, 23, 25, 33, 66, 13, 35]",6597
1,[66],6607
1,[64],6615
1,[57],6622
1,[72],6634
4,"[16, 43, 61, 63]",6642
1,[69],6651
1,[41],6658
2,"[25, 54]",6666
3,"[14, 14, 10]",6677
1,[8],6688
1,[47],6699
1,[27],6706
1,[44],6718
1,[47],6728
1,[39],6737
1,[59],6749
2,"[67, 55]",6761
2,"[67, 63]",6770
1,[54],6782
2,"[62, 66]",6790
1,[26],6798
1,[39],6807
5,"[10, 14, 68, 14, 55]",6816
5,"[34, 33, 60, 15, 25]",6827
2,"[85, 71]",6839
1,[47],6852
1,[43],6863
2,"[18, 59]",6874
1,[20],6883
4,"[29, 33, 59, 39]",6891
1,[47],6902
8,"[21, 56, 20, 31, 36, 7, 53, 59]",6909
1,[47],6918
3,"[53, 60, 66]",6930
14,"[15, 79, 60, 18, 66, 33, 12, 23, 38, 26, 77, 74, 42, 56]",6935
1,[34],6942
1,[64],6952
2,"[11, 43]",6959
1,[67],6967
1,[30],6978
2,"[58, 63]",6987
2,"[63, 56]",6994
1,[83],7003
1,[83],7009
1,[78],7016
3,"[27, 21, 61]",7020
2,"[46, 44]",7026
1,[27],7037
2,"[48, 62]",7044
3,"[36, 27, 35]",7051
1,[16],7061
1,[40],7072
1,[2],7081
7,"[30, 60, 26, 27, 79, 32, 32]",7092
4,"[42, 28, 23, 27]",7103
1,[78],7115
1,[61],7125
4,"[52, 51, 26, 51]",7132
1,[15],7141
1,[59],7152
3,"[39, 53, 59]",7160
3,"[7, 56, 47]",7169
1,[58],7174
1,[71],7183
1,[27],7190
2,"[38, 13]",7196
2,"[27, 24]",7205
1,[80],7212
2,"[47, 25]",7217
1,[15],7223
1,[44],7230
20,"[52, 22, 60, 59, 63, 62, 17, 34, 64, 78, 20, 76, 29, 26, 66, 54, 49, 32, 29, 59]",7237
1,[42],7246
1,[82],7251
11,"[23, 22, 9, 13, 49, 11, 23, 45, 12, 47, 17]",7259
1,[45],7264
4,"[82, 72, 82, 73]",7270
1,[77],7273
1,[51],7278
1,[14],7283
1,[20],7292
3,"[17, 3, 16]",7299
1,[58],7305
3,"[45, 15, 58]",7309
5,"[16, 85, 85, 68, 36]",7317
1,[65],7324
2,"[76, 52]",7332
1,[27],7338
1,[71],7344
1,[37],7350
3,"[57, 26, 57]",7356
1,[34],7363
1,[59],7367
7,"[61, 62, 52, 56, 57, 52, 57]",7370
3,"[9, 82, 61]",7374
5,"[77, 23, 36, 51, 68]",7379
1,[70],7384
1,[1],7389
1,[19],7395
3,"[30, 30, 30]",7401
1,[54],7407
24,"[20, 38, 20, 51, 51, 49, 51, 20, 26, 38, 54, 26, 38, 26, 51, 38, 46, 51, 20, 20, 52, 46, 46, 46]",7412
1,[28],7418
1,[65],7423
1,[69],7428
1,[47],7433
2,"[8, 8]",7439
3,"[50, 50, 50]",7446
2,"[67, 6]",7450
4,"[75, 46, 29, 70]",7454
1,[78],7458
3,"[21, 29, 81]",7465
1,[80],7470
1,[13],7476
4,"[43, 73, 63, 63]",7481
1,[51],7485
1,[40],7493
2,"[43, 16]",7498
1,[62],7503
2,"[26, 45]",7515
2,"[50, 12]",7521
3,"[74, 74, 74]",7527
1,[0],7534
1,[0],7541
1,[16],7546
1,[10],7552
1,[59],7558
1,[0],7563
1,[81],7566
1,[71],7572
1,[46],7581
1,[62],7586
1,[55],7589
7,"[32, 38, 75, 66, 77, 46, 80]",7593
1,[65],7595
4,"[33, 40, 66, 27]",7607
2,"[69, 33]",7613
2,"[33, 59]",7616
1,[5],7622
1,[1],7627
1,[32],7636
2,"[30, 26]",7640
1,[58],7645
1,[54],7650
3,"[11, 68, 6]",7658
2,"[31, 38]",7660
3,"[79, 79, 36]",7664
2,"[40, 66]",7670
28,"[43, 79, 44, 47, 59, 47, 80, 80, 47, 63, 51, 84, 24, 67, 29, 84, 58, 55, 48, 9, 55, 63, 24, 47, 9, 77, 77, 79]",7678
3,"[36, 36, 7]",7682
1,[14],7684
1,[18],7688
1,[82],7691
1,[43],7700
1,[69],7706
2,"[78, 78]",7709
12,"[63, 65, 17, 25, 36, 54, 14, 7, 82, 13, 23, 51]",7713
2,"[32, 32]",7718
2,"[79, 79]",7725
1,[59],7729
1,[28],7737
1,[18],7740
3,"[23, 24, 27]",7747
3,"[28, 34, 18]",7755
4,"[77, 77, 77, 77]",7762
1,[18],7768
30,"[67, 57, 44, 21, 1, 22, 44, 44, 48, 65, 59, 29, 48, 55, 78, 50, 81, 55, 59, 2, 55, 51, 2, 33, 47, 63, 48, 62, 20, 41]",7775
1,[76],7779
1,[43],7784
2,"[30, 30]",7788
3,"[16, 25, 82]",7795
2,"[50, 47]",7799
1,[26],7805
2,"[24, 27]",7813
3,"[82, 75, 75]",7822
2,"[26, 42]",7825
3,"[43, 20, 34]",7832
1,[31],7837
1,[26],7841
1,[46],7848
3,"[65, 65, 62]",7854
1,[77],7861
1,[70],7871
1,[63],7876
2,"[48, 80]",7885
4,"[80, 79, 57, 84]",7891
1,[42],7901
1,[79],7906
2,"[44, 21]",7914
1,[16],7922
1,[22],7928
5,"[67, 25, 6, 30, 7]",7935
4,"[61, 61, 61, 53]",7943
7,"[66, 26, 27, 65, 41, 30, 23]",7949
1,[34],7953
1,[6],7963
1,[75],7967
1,[33],7971
4,"[16, 24, 3, 48]",7974
2,"[54, 70]",7979
2,"[66, 10]",7984
1,[68],7989
1,[35],7993
6,"[12, 22, 50, 15, 50, 22]",8001
1,[34],8007
2,"[58, 58]",8012
6,"[63, 73, 72, 43, 73, 72]",8020
1,[39],8025
3,"[25, 71, 71]",8032
1,[72],8039
1,[35],8044
1,[59],8052
4,"[27, 20, 27, 25]",8062
1,[41],8072
5,"[9, 33, 59, 34, 60]",8079
1,[9],8084
1,[55],8091
1,[55],8096
1,[55],8105
2,"[30, 28]",8114
10,"[23, 21, 0, 31, 33, 31, 25, 35, 34, 66]",8125
4,"[30, 30, 30, 30]",8136
1,[16],8145
1,[65],8156
2,"[55, 67]",8165
1,[75],8176
1,[17],8183
1,[30],8194
1,[43],8204
1,[47],8213
1,[65],8223
1,[59],8233
1,[48],8245
1,[84],8253
1,[18],8259
2,"[72, 14]",8268
1,[28],8277
1,[44],8282
1,[51],8289
1,[47],8296
1,[52],8304
1,[14],8314
1,[84],8322
1,[43],8330
1,[18],8339
1,[54],8349
2,"[27, 36]",8360
4,"[34, 33, 60, 4]",8369
3,"[18, 16, 36]",8379
22,"[43, 31, 22, 14, 14, 40, 20, 58, 67, 34, 15, 36, 36, 54, 36, 43, 38, 35, 35, 18, 28, 23]",8389
1,[66],8399
4,"[25, 20, 25, 27]",8407
5,"[1, 59, 62, 29, 52]",8413
1,[64],8424
1,[27],8431
1,[41],8440
1,[47],8448
2,"[79, 80]",8458
1,[22],8467
2,"[16, 45]",8475
1,[1],8480
1,[46],8487
1,[79],8491
1,[56],8496
2,"[13, 36]",8505
4,"[61, 67, 53, 58]",8508
1,[67],8514
1,[78],8522
1,[78],8531
3,"[40, 67, 66]",8539
2,"[55, 63]",8549
2,"[31, 53]",8560
1,[52],8570
5,"[31, 27, 36, 32, 0]",8580
1,[49],8590
1,[15],8602
7,"[10, 23, 23, 17, 58, 28, 24]",8607
2,"[3, 36]",8616
4,"[51, 48, 2, 72]",8622
3,"[9, 17, 23]",8628
3,"[74, 72, 72]",8637
1,[21],8646
1,[47],8656
1,[57],8663
3,"[55, 47, 70]",8675
1,[20],8682
1,[44],8693
4,"[57, 57, 26, 57]",8703
2,"[40, 24]",8714
2,"[57, 57]",8723
1,[65],8734
1,[51],8745
1,[5],8755
1,[54],8760
2,"[12, 12]",8767
1,[44],8773
1,[36],8777
3,"[7, 0, 7]",8787
1,[48],8792
4,"[83, 63, 86, 86]",8797
1,[59],8802
1,[37],8813
3,"[1, 41, 22]",8823
1,[50],8831
1,[3],8838
4,"[15, 13, 77, 56]",8845
1,[78],8852
1,[26],8859
3,"[62, 62, 59]",8866
1,[49],8871
1,[78],8879
1,[28],8885
1,[28],8889
1,[57],8899
1,[82],8904
1,[16],8907
1,[3],8916
1,[80],8919
1,[47],8925
1,[86],8932
1,[47],8936
1,[25],8939
2,"[75, 78]",8946
1,[27],8951
1,[83],8954
1,[2],8962
1,[69],8967
1,[51],8974
3,"[79, 79, 79]",8982
1,[58],8988
2,"[36, 58]",8995
1,[76],9001
1,[62],9009
1,[36],9013
2,"[47, 46]",9019
2,"[53, 58]",9027
1,[44],9031
1,[51],9037
1,[30],9039
2,"[77, 77]",9044
1,[65],9049
5,"[17, 51, 51, 36, 68]",9054
6,"[50, 2, 23, 62, 35, 63]",9059
2,"[64, 35]",9063
1,[16],9066
3,"[78, 12, 11]",9072
1,[32],9077
2,"[40, 40]",9082
2,"[0, 53]",9086
1,[38],9090
3,"[13, 13, 13]",9102
16,"[80, 25, 62, 24, 60, 59, 65, 55, 47, 20, 53, 36, 58, 9, 80, 79]",9111
6,"[54, 19, 19, 69, 76, 82]",9116
1,[1],9121
1,[55],9129
1,[62],9134
1,[52],9142
1,[17],9146
1,[83],9150
2,"[48, 65]",9157
1,[29],9162
1,[31],9169
1,[61],9173
1,[46],9178
2,"[2, 20]",9184
1,[83],9188
3,"[6, 6, 67]",9196
3,"[1, 59, 41]",9203
2,"[5, 5]",9208
1,[34],9212
3,"[46, 46, 46]",9217
1,[57],9230
1,[35],9236
1,[59],9241
9,"[74, 77, 80, 74, 74, 76, 74, 72, 78]",9245
1,[10],9249
1,[9],9256
1,[59],9261
5,"[27, 25, 25, 20, 55]",9268
1,[69],9272
5,"[77, 26, 10, 18, 49]",9277
1,[34],9281
1,[16],9285
2,"[84, 84]",9291
2,"[14, 14]",9297
1,[34],9301
1,[4],9311
2,"[28, 59]",9320
2,"[51, 51]",9327
5,"[20, 36, 60, 61, 54]",9332
2,"[81, 81]",9340
1,[3],9343
2,"[1, 40]",9352
1,[82],9358
1,[17],9363
2,"[81, 81]",9369
8,"[5, 17, 17, 17, 34, 18, 28, 27]",9375
3,"[44, 44, 44]",9381
1,[86],9389
1,[16],9395
1,[57],9399
3,"[35, 43, 16]",9411
1,[48],9420
4,"[27, 47, 54, 49]",9427
2,"[35, 33]",9432
5,"[27, 18, 27, 24, 28]",9437
1,[18],9443
4,"[27, 4, 10, 23]",9453
5,"[33, 32, 27, 24, 35]",9458
1,[13],9466
1,[15],9470
1,[72],9476
1,[56],9480
2,"[30, 30]",9487
2,"[40, 40]",9493
1,[71],9498
1,[13],9505
1,[9],9509
1,[27],9518
2,"[8, 8]",9522
2,"[85, 81]",9526
2,"[2, 30]",9530
7,"[28, 36, 28, 28, 17, 68, 28]",9538
2,"[16, 17]",9540
2,"[35, 62]",9542
1,[16],9547
9,"[11, 44, 45, 58, 58, 45, 45, 45, 59]",9552
1,[47],9557
1,[13],9563
1,[54],9569
1,[20],9573
1,[30],9579
1,[17],9584
8,"[2, 70, 13, 77, 25, 55, 8, 44]",9586
1,[17],9590
1,[16],9595
4,"[9, 17, 3, 15]",9603
1,[6],9607
8,"[82, 73, 60, 82, 66, 64, 46, 77]",9613
2,"[30, 24]",9618
2,"[46, 65]",9626
2,"[22, 22]",9631
1,[48],9636
1,[37],9641
1,[11],9647
1,[47],9652
1,[44],9655
2,"[69, 78]",9659
1,[48],9665
4,"[7, 26, 20, 14]",9673
1,[49],9679
7,"[64, 9, 71, 30, 51, 50, 47]",9688
2,"[59, 58]",9694
2,"[61, 0]",9701
1,[28],9705
1,[2],9714
12,"[61, 70, 24, 48, 59, 76, 54, 30, 33, 71, 21, 27]",9718
1,[29],9724
1,[74],9731
1,[45],9737
1,[16],9746
1,[84],9753
3,"[16, 42, 75]",9757
1,[43],9761
1,[85],9765
3,"[75, 75, 75]",9769
13,"[73, 77, 66, 60, 76, 64, 75, 20, 46, 82, 78, 82, 30]",9773
1,[20],9777
3,"[54, 54, 54]",9784
3,"[83, 73, 82]",9789
3,"[16, 33, 30]",9793
2,"[78, 32]",9798
5,"[24, 32, 32, 72, 73]",9803
21,"[30, 46, 62, 47, 57, 66, 56, 61, 20, 40, 65, 28, 43, 52, 1, 48, 47, 24, 76, 62, 62]",9810
4,"[55, 27, 45, 54]",9817
2,"[55, 76]",9824
1,[55],9831
1,[57],9841
1,[3],9849
6,"[26, 59, 52, 64, 27, 35]",9856
1,[62],9862
1,[18],9869
2,"[30, 46]",9878
1,[78],9884
1,[74],9889
9,"[13, 72, 7, 7, 21, 24, 32, 32, 5]",9896
2,"[5, 13]",9901
1,[44],9909
1,[13],9913
1,[27],9920
2,"[54, 32]",9926
9,"[37, 81, 37, 86, 79, 17, 29, 27, 17]",9931
4,"[22, 51, 75, 53]",9939
10,"[62, 46, 38, 48, 49, 38, 38, 26, 26, 62]",9944
1,[27],9951
1,[85],9957
3,"[12, 32, 33]",9964
1,[27],9969
1,[15],9977
4,"[43, 44, 30, 70]",9985
3,"[63, 40, 7]",9991
4,"[62, 47, 44, 14]",10000
1,[78],10008
21,"[31, 13, 6, 64, 53, 58, 31, 66, 33, 20, 2, 34, 60, 20, 61, 37, 52, 85, 52, 21, 52]",10015
4,"[77, 6, 76, 65]",10022
7,"[84, 34, 32, 51, 35, 15, 53]",10032
3,"[41, 1, 17]",10038
2,"[55, 31]",10044
1,[17],10050
1,[5],10056
1,[82],10063
4,"[43, 0, 33, 34]",10070
2,"[5, 48]",10082
1,[4],10089
1,[10],10095
3,"[47, 67, 14]",10099
1,[10],10105
1,[57],10115
83,"[64, 55, 38, 38, 55, 77, 55, 11, 6, 38, 77, 10, 18, 80, 38, 36, 79, 6, 54, 54, 54, 54, 8, 39, 38, 67, 5, 34, 67, 18, 54, 65, 34, 65, 82, 78, 40, 67, 38, 2, 43, 66, 16, 20, 72, 86, 30, 44, 46, 85, 63, 15, 1, 60, 47, 59, 63, 59, 2, 60, 14, 77, 59, 56, 48, 12, 62, 25, 76, 70, 3, 3, 66, 67, 46, 42, 17, 3, 26, 0, 59, 57, 41]",10123
1,[54],10131
1,[41],10142
1,[85],10148
2,"[8, 53]",10155
2,"[29, 29]",10162
3,"[9, 9, 53]",10170
1,[31],10177
2,"[29, 58]",10185
1,[4],10190
2,"[32, 27]",10198
2,"[65, 33]",10205
1,[65],10209
2,"[17, 51]",10216
2,"[52, 26]",10221
2,"[72, 14]",10228
2,"[63, 76]",10235
1,[38],10241
3,"[47, 41, 48]",10247
4,"[71, 71, 14, 14]",10254
3,"[45, 79, 59]",10262
6,"[43, 58, 27, 31, 63, 28]",10271
1,[80],10277
23,"[40, 5, 65, 43, 56, 81, 16, 27, 28, 28, 63, 58, 75, 57, 63, 50, 23, 10, 34, 78, 24, 36, 79]",10283
5,"[74, 74, 74, 74, 74]",10290
1,[57],10296
6,"[76, 76, 76, 76, 76, 69]",10304
1,[19],10310
1,[74],10318
1,[62],10324
3,"[62, 56, 56]",10330
6,"[66, 72, 16, 15, 80, 14]",10336
8,"[34, 10, 5, 28, 10, 60, 10, 9]",10341
1,[10],10345
1,[43],10351
1,[3],10360
1,[2],10367
1,[18],10373
2,"[26, 44]",10380
1,[14],10386
3,"[47, 78, 10]",10393
2,"[47, 47]",10400
1,[85],10408
10,"[51, 16, 17, 50, 68, 36, 17, 49, 3, 44]",10417
1,[12],10423
7,"[62, 62, 62, 62, 57, 52, 62]",10431
1,[69],10435
1,[46],10439
1,[39],10441
2,"[42, 70]",10446
5,"[34, 34, 34, 34, 34]",10451
2,"[39, 39]",10460
5,"[24, 49, 47, 35, 34]",10463
6,"[16, 43, 54, 40, 42, 46]",10471
1,[47],10478
2,"[66, 63]",10486
1,[83],10493
1,[39],10504
1,[27],10507
1,[15],10514
4,"[42, 37, 42, 70]",10519
1,[41],10527
15,"[56, 56, 68, 11, 3, 13, 71, 63, 11, 6, 1, 54, 46, 53, 27]",10532
1,[35],10536
1,[20],10543
4,"[17, 17, 17, 17]",10549
2,"[10, 10]",10556
1,[10],10562
1,[55],10565
5,"[11, 13, 72, 10, 39]",10570
1,[57],10575
4,"[29, 2, 15, 4]",10589
1,[20],10594
2,"[68, 25]",10603
1,[40],10607
1,[24],10613
1,[16],10621
2,"[18, 35]",10627
1,[18],10630
1,[86],10635
2,"[74, 3]",10642
1,[59],10649
1,[63],10656
1,[40],10662
1,[62],10671
8,"[59, 45, 11, 56, 7, 9, 4, 11]",10679
1,[59],10683
1,[65],10693
1,[29],10702
5,"[80, 20, 55, 80, 55]",10709
1,[18],10716
3,"[9, 55, 55]",10720
4,"[7, 7, 0, 7]",10729
5,"[59, 35, 31, 56, 71]",10737
1,[12],10744
1,[32],10752
1,[1],10759
1,[47],10771
1,[66],10775
1,[61],10780
4,"[50, 49, 59, 59]",10787
1,[78],10792
5,"[11, 82, 31, 6, 6]",10796
1,[68],10800
1,[41],10808
1,[54],10814
8,"[55, 76, 44, 30, 67, 73, 21, 32]",10821
1,[27],10827
1,[21],10834
1,[21],10842
3,"[64, 64, 64]",10847
2,"[30, 16]",10852
3,"[11, 11, 16]",10858
1,[83],10865
1,[76],10871
2,"[51, 51]",10882
1,[59],10889
3,"[3, 36, 16]",10897
1,[57],10901
1,[11],10907
1,[44],10914
1,[85],10924
2,"[1, 1]",10929
1,[38],10934
26,"[77, 69, 83, 63, 83, 83, 76, 76, 85, 77, 85, 69, 76, 63, 76, 86, 69, 76, 76, 69, 77, 69, 76, 63, 86, 77]",10941
21,"[47, 48, 44, 41, 55, 30, 67, 62, 75, 50, 52, 52, 20, 53, 39, 22, 39, 77, 59, 44, 44]",10945
1,[27],10950
5,"[48, 17, 56, 14, 15]",10955
1,[19],10958
16,"[60, 15, 13, 59, 15, 18, 60, 15, 58, 54, 15, 83, 65, 57, 6, 60]",10962
1,[27],10967
6,"[55, 55, 49, 15, 47, 62]",10973
1,[16],10978
1,[32],10983
1,[63],10990
1,[42],10996
1,[50],11002
2,"[55, 62]",11008
1,[82],11015
1,[84],11022
1,[66],11027
1,[59],11036
1,[51],11044
4,"[16, 16, 16, 16]",11048
3,"[64, 62, 5]",11052
1,[6],11057
2,"[82, 83]",11060
3,"[55, 80, 55]",11065
2,"[39, 39]",11071
3,"[65, 65, 65]",11074
2,"[65, 65]",11078
1,[19],11084
1,[55],11090
2,"[38, 20]",11097
1,[81],11106
6,"[86, 59, 15, 26, 77, 75]",11116
1,[27],11121
4,"[77, 77, 77, 16]",11129
3,"[84, 83, 78]",11133
1,[13],11138
22,"[65, 47, 33, 47, 22, 68, 79, 54, 28, 2, 56, 30, 62, 36, 40, 22, 66, 4, 27, 34, 33, 4]",11143
2,"[3, 16]",11149
1,[26],11154
1,[12],11160
18,"[40, 49, 49, 49, 58, 10, 46, 57, 57, 47, 38, 66, 66, 26, 66, 26, 66, 20]",11166
1,[27],11172
1,[18],11181
1,[57],11187
1,[73],11194
5,"[57, 54, 26, 66, 15]",11199
1,[84],11207
1,[54],11213
1,[59],11219
1,[82],11225
1,[48],11232
1,[11],11240
1,[54],11248
2,"[6, 1]",11255
1,[25],11262
1,[49],11270
2,"[27, 25]",11278
6,"[80, 86, 37, 74, 84, 70]",11284
2,"[10, 26]",11291
13,"[1, 32, 23, 78, 21, 32, 36, 22, 59, 52, 49, 21, 16]",11299
4,"[82, 73, 50, 83]",11307
1,[49],11314
1,[17],11322
5,"[17, 60, 76, 13, 28]",11329
9,"[13, 37, 31, 3, 16, 21, 19, 50, 13]",11339
3,"[46, 73, 82]",11345
2,"[76, 84]",11353
1,[12],11361
30,"[30, 22, 58, 20, 82, 27, 34, 67, 48, 35, 55, 54, 31, 24, 26, 36, 62, 32, 66, 57, 33, 75, 2, 34, 46, 49, 45, 29, 66, 73]",11369
1,[66],11377
2,"[73, 54]",11384
1,[42],11392
1,[44],11398
1,[7],11407
7,"[2, 44, 55, 30, 64, 30, 51]",11416
6,"[54, 80, 13, 27, 56, 53]",11424
2,"[66, 8]",11432
1,[2],11442
1,[69],11449
1,[59],11457
3,"[29, 62, 65]",11464
1,[47],11472
2,"[48, 61]",11478
2,"[47, 81]",11486
3,"[17, 47, 48]",11491
1,[82],11497
5,"[23, 23, 36, 36, 7]",11499
1,[41],11502
1,[39],11507
8,"[15, 17, 2, 17, 81, 43, 14, 44]",11511
3,"[47, 14, 48]",11516
5,"[28, 28, 17, 28, 28]",11520
1,[36],11525
3,"[77, 54, 47]",11533
3,"[64, 69, 47]",11538
6,"[22, 59, 56, 52, 22, 34]",11545
2,"[50, 50]",11551
1,[21],11558
2,"[56, 56]",11567
2,"[78, 78]",11576
2,"[50, 50]",11584
4,"[17, 17, 17, 17]",11592
2,"[27, 27]",11597
1,[52],11602
1,[72],11605
4,"[33, 33, 85, 63]",11609
2,"[37, 1]",11613
1,[9],11618
2,"[10, 10]",11621
1,[31],11624
1,[14],11633
2,"[3, 59]",11638
1,[13],11642
2,"[18, 18]",11649
2,"[31, 31]",11656
2,"[16, 39]",11664
8,"[73, 43, 27, 63, 52, 16, 68, 37]",11671
1,[27],11682
1,[68],11690
1,[20],11702
2,"[10, 10]",11714
1,[53],11718
1,[62],11726
1,[27],11730
2,"[39, 59]",11736
2,"[85, 2]",11739
6,"[57, 62, 52, 61, 57, 52]",11744
2,"[61, 60]",11748
1,[50],11754
1,[44],11759
1,[53],11766
1,[48],11772
1,[23],11782
2,"[27, 8]",11788
1,[59],11795
1,[45],11798
1,[75],11803
1,[51],11808
1,[4],11813
4,"[83, 83, 86, 84]",11817
3,"[7, 34, 32]",11822
1,[33],11827
1,[5],11835
1,[41],11840
1,[38],11845
2,"[12, 22]",11850
4,"[34, 34, 34, 34]",11854
1,[58],11859
2,"[74, 81]",11863
18,"[66, 20, 75, 31, 31, 27, 29, 35, 35, 3, 1, 23, 17, 33, 17, 77, 77, 21]",11870
3,"[27, 48, 45]",11877
1,[57],11881
2,"[47, 47]",11891
49,"[21, 35, 35, 39, 6, 34, 17, 36, 4, 64, 64, 23, 3, 34, 38, 65, 15, 54, 17, 21, 55, 25, 16, 2, 56, 43, 67, 61, 43, 47, 31, 13, 1, 27, 60, 58, 29, 59, 14, 20, 59, 27, 13, 33, 47, 39, 33, 24, 54]",11896
1,[39],11901
1,[43],11908
6,"[20, 17, 27, 49, 59, 27]",11912
1,[54],11917
4,"[27, 45, 55, 55]",11921
2,"[36, 36]",11926
2,"[55, 52]",11932
3,"[80, 71, 69]",11935
1,[82],11941
1,[27],11947
2,"[33, 33]",11951
1,[9],11955
1,[38],11960
4,"[67, 67, 67, 67]",11967
3,"[22, 1, 41]",11972
1,[78],11977
11,"[28, 23, 23, 10, 14, 17, 24, 34, 5, 9, 9]",11980
2,"[25, 47]",11986
1,[59],11991
1,[20],11998
2,"[47, 45]",12005
1,[6],12010
1,[85],12016
2,"[72, 82]",12023
1,[54],12029
6,"[28, 24, 24, 28, 28, 24]",12034
2,"[6, 3]",12043
2,"[65, 65]",12047
6,"[33, 16, 49, 18, 27, 47]",12053
1,[24],12060
1,[85],12070
1,[44],12076
3,"[51, 17, 51]",12084
1,[81],12087
1,[55],12092
1,[44],12099
2,"[55, 57]",12104
1,[44],12114
1,[20],12123
3,"[80, 80, 80]",12129
49,"[1, 4, 16, 42, 6, 5, 15, 46, 16, 40, 60, 29, 16, 18, 30, 32, 13, 58, 24, 43, 26, 43, 36, 76, 34, 9, 56, 18, 42, 3, 62, 69, 3, 2, 13, 26, 54, 64, 34, 21, 16, 7, 54, 13, 30, 17, 1, 31, 31]",12135
5,"[53, 26, 53, 77, 30]",12141
1,[43],12150
2,"[5, 5]",12158
1,[6],12162
9,"[40, 11, 68, 69, 13, 68, 10, 7, 71]",12166
